"ch_1","ch_2","ch_3","ch_4","ch_5","ch_6","ch_7","ch_8","finger"
"0.047836","0.053005","0.031964","0.02398","0.01362","0.021958","0.022477","0.019863","1"
"0.037525","0.044992","0.054315","0.02274","0.011885","0.018454","0.019137","0.014525","1"
"0.039034","0.03587","0.049882","0.024985","0.014407","0.016941","0.018873","0.013655","1"
"0.04684","0.038872","0.071796","0.022454","0.012843","0.019188","0.021221","0.014937","1"
"0.037959","0.035266","0.05193","0.024011","0.012733","0.017086","0.016139","0.013415","1"
"0.036816","0.041378","0.04427","0.026825","0.013671","0.019453","0.021521","0.015688","1"
"0.044545","0.05573","0.052039","0.025343","0.014753","0.021389","0.020875","0.017246","1"
"0.035569","0.040797","0.045138","0.023597","0.014338","0.014069","0.016501","0.013237","1"
"0.041411","0.055221","0.049197","0.028384","0.013469","0.015896","0.017538","0.014994","1"
"0.029421","0.042731","0.056455","0.026177","0.01494","0.026634","0.022245","0.015789","1"
"0.036889","0.048584","0.061993","0.024203","0.011602","0.019635","0.017056","0.012908","1"
"0.046262","0.050285","0.051976","0.030049","0.012594","0.014619","0.017246","0.01469","1"
"0.053252","0.058442","0.050242","0.028751","0.014395","0.019008","0.019437","0.018824","1"
"0.045737","0.050537","0.099149","0.026353","0.015235","0.023466","0.023776","0.017198","1"
"0.039006","0.042851","0.052344","0.025093","0.013575","0.018116","0.01928","0.015369","1"
"0.035025","0.067522","0.046406","0.02474","0.015162","0.020319","0.021017","0.015112","1"
"0.043337","0.059233","0.046895","0.036838","0.01292","0.015384","0.017015","0.012803","1"
"0.040255","0.05551","0.046913","0.030664","0.016571","0.023741","0.023459","0.01852","1"
"0.044822","0.052859","0.045267","0.026087","0.015183","0.018209","0.021365","0.01596","1"
"0.055349","0.051985","0.052438","0.026698","0.012621","0.014899","0.017046","0.017542","1"
"0.038234","0.029259","0.042268","0.02952","0.012436","0.016024","0.01632","0.012078","1"
"0.040855","0.045461","0.048732","0.027077","0.014849","0.017119","0.016968","0.014341","1"
"0.037475","0.065111","0.049174","0.023524","0.016503","0.025904","0.025313","0.015946","1"
"0.044163","0.062354","0.051787","0.030696","0.013892","0.018966","0.026051","0.020044","1"
"0.044735","0.13463","0.055572","0.031378","0.016321","0.020306","0.021005","0.019691","1"
"0.048617","0.085796","0.046901","0.025106","0.012759","0.016782","0.017357","0.013559","1"
"0.052696","0.043779","0.052006","0.025826","0.015072","0.019103","0.022954","0.01791","1"
"0.039932","0.038717","0.04221","0.027691","0.013446","0.019088","0.016731","0.012565","1"
"0.038718","0.037074","0.038647","0.027943","0.012831","0.01528","0.014651","0.012468","1"
"0.080254","0.059573","0.041817","0.023649","0.016613","0.021993","0.019246","0.017996","1"
"0.068492","0.038745","0.027951","0.017839","0.01207","0.020176","0.017614","0.016583","1"
"0.037508","0.026044","0.030078","0.017729","0.015164","0.027199","0.027836","0.021556","1"
"0.046233","0.035977","0.028566","0.020458","0.014904","0.022648","0.022724","0.018887","1"
"0.05298","0.028343","0.033029","0.018333","0.01405","0.02093","0.019419","0.016177","1"
"0.02347","0.025065","0.025048","0.019309","0.015183","0.021941","0.018617","0.01617","1"
"0.044737","0.027531","0.024762","0.016117","0.014694","0.021567","0.017731","0.016527","1"
"0.056434","0.036669","0.036859","0.017777","0.014187","0.019865","0.018654","0.018298","1"
"0.046759","0.034932","0.035057","0.01725","0.01352","0.021197","0.019331","0.015192","1"
"0.037553","0.031983","0.039","0.018253","0.013806","0.016858","0.018433","0.013565","1"
"0.041357","0.026619","0.038978","0.02234","0.013836","0.017538","0.018337","0.014083","1"
"0.041532","0.029355","0.034209","0.0189","0.012932","0.022222","0.024654","0.01631","1"
"0.039102","0.03151","0.040085","0.017279","0.012596","0.021607","0.021403","0.014912","1"
"0.053968","0.038804","0.045199","0.016453","0.015304","0.017979","0.018362","0.014559","1"
"0.03933","0.026275","0.039484","0.021961","0.014327","0.022071","0.023655","0.016507","1"
"0.058374","0.035227","0.037663","0.01921","0.011924","0.018298","0.01865","0.014587","1"
"0.04326","0.03229","0.046919","0.024282","0.01111","0.017283","0.017016","0.013233","1"
"0.050671","0.033874","0.05225","0.028065","0.014555","0.017767","0.018482","0.016343","1"
"0.047175","0.035443","0.057736","0.025379","0.014027","0.015463","0.015799","0.014936","1"
"0.048375","0.033521","0.048836","0.025095","0.012153","0.01687","0.018496","0.012973","1"
"0.039624","0.027333","0.070819","0.02582","0.011544","0.015037","0.017615","0.013387","1"
"0.046762","0.031252","0.060959","0.026209","0.012546","0.021875","0.021925","0.016691","1"
"0.049073","0.03354","0.047373","0.023501","0.013692","0.017747","0.01731","0.014715","1"
"0.040401","0.031144","0.038634","0.024968","0.012316","0.018762","0.016699","0.013208","1"
"0.047154","0.038626","0.0491","0.025618","0.01173","0.019124","0.017793","0.013356","1"
"0.059834","0.038728","0.05235","0.023898","0.014078","0.02175","0.022123","0.017354","1"
"0.062809","0.040173","0.050322","0.0212","0.012282","0.018363","0.018238","0.016583","1"
"0.058762","0.041104","0.069227","0.020654","0.015359","0.024349","0.024345","0.018755","1"
"0.074578","0.047153","0.050167","0.021427","0.012758","0.015002","0.017205","0.014662","1"
"0.051019","0.03634","0.051187","0.016253","0.01249","0.024065","0.024557","0.018106","1"
"0.045979","0.037737","0.039748","0.01902","0.012099","0.015859","0.015432","0.013428","1"
"0.068804","0.050761","0.051922","0.023259","0.015103","0.028629","0.02877","0.021293","1"
"0.045909","0.033127","0.047558","0.018507","0.012805","0.020378","0.021232","0.016494","1"
"0.050332","0.032849","0.045477","0.021303","0.013113","0.020981","0.0229","0.017198","1"
"0.044465","0.039296","0.059093","0.022465","0.013786","0.020258","0.020383","0.017015","1"
"0.047539","0.035272","0.068397","0.023522","0.010782","0.018343","0.018432","0.015064","1"
"0.062818","0.048318","0.067176","0.022721","0.012726","0.017505","0.019011","0.017773","1"
"0.049374","0.043832","0.050058","0.021806","0.013944","0.018971","0.019207","0.013377","1"
"0.054676","0.04045","0.074683","0.021196","0.014726","0.023786","0.02565","0.017334","1"
"0.047958","0.044658","0.05779","0.020173","0.015962","0.027393","0.031185","0.01947","1"
"0.057801","0.049544","0.048951","0.025197","0.01371","0.018241","0.020139","0.01603","1"
"0.060161","0.044792","0.051343","0.023382","0.01309","0.018062","0.021627","0.015779","1"
"0.054314","0.042262","0.049127","0.022599","0.011806","0.018651","0.018764","0.014985","1"
"0.060071","0.042016","0.060643","0.025007","0.01416","0.026678","0.02582","0.017459","1"
"0.051325","0.039871","0.055129","0.02214","0.013245","0.023993","0.028703","0.019782","1"
"0.069001","0.054553","0.053993","0.024298","0.014251","0.025393","0.027254","0.017953","1"
"0.066984","0.051641","0.060661","0.026994","0.013983","0.027893","0.034298","0.019016","1"
"0.053962","0.041771","0.057219","0.024232","0.013063","0.017605","0.0197","0.014279","1"
"0.04773","0.046467","0.057966","0.02361","0.013731","0.018729","0.022119","0.015977","1"
"0.060631","0.039708","0.05466","0.02115","0.012824","0.019146","0.024675","0.014416","1"
"0.057308","0.039719","0.070745","0.02304","0.014055","0.021441","0.022071","0.014507","1"
"0.049673","0.043931","0.064","0.027601","0.011389","0.018285","0.01805","0.015766","1"
"0.051373","0.037515","0.066037","0.021752","0.012132","0.020271","0.023665","0.016382","1"
"0.042149","0.037883","0.066613","0.024265","0.013742","0.018975","0.01952","0.01292","1"
"0.051404","0.036094","0.065921","0.022504","0.012846","0.025461","0.032235","0.018907","1"
"0.059592","0.043517","0.053031","0.023776","0.013851","0.019776","0.02213","0.014801","1"
"0.038113","0.03533","0.060403","0.023017","0.012309","0.019693","0.021067","0.013597","1"
"0.039358","0.024931","0.058685","0.018512","0.011931","0.018365","0.023459","0.015669","1"
"0.053886","0.054175","0.073668","0.025845","0.014619","0.0293","0.035474","0.023959","1"
"0.053205","0.03823","0.057583","0.024461","0.012519","0.014902","0.015973","0.012402","1"
"0.053864","0.035378","0.051339","0.022873","0.013344","0.017183","0.019589","0.015191","1"
"0.058092","0.035113","0.061191","0.023863","0.014894","0.023434","0.025029","0.016536","1"
"0.047435","0.028997","0.052919","0.017983","0.011928","0.016546","0.016411","0.012344","1"
"0.03771","0.028761","0.052419","0.021222","0.013343","0.019862","0.020467","0.013556","1"
"0.067421","0.046556","0.079745","0.027529","0.013526","0.023717","0.029521","0.018322","1"
"0.042956","0.05039","0.070781","0.025765","0.01275","0.023713","0.028148","0.018005","1"
"0.058038","0.038357","0.0635","0.026302","0.015805","0.027533","0.030593","0.01683","1"
"0.048984","0.039699","0.067261","0.023444","0.012599","0.018241","0.022593","0.014294","1"
"0.059436","0.059738","0.077538","0.026865","0.014631","0.024898","0.028375","0.018517","1"
"0.060525","0.046729","0.071199","0.030597","0.015857","0.023053","0.028157","0.017094","1"
"0.075214","0.060522","0.094489","0.033393","0.016087","0.01861","0.016478","0.015921","1"
"0.060737","0.037518","0.091516","0.025188","0.014013","0.018087","0.019245","0.014436","1"
"0.056748","0.062526","0.0816","0.027806","0.013393","0.01907","0.018594","0.01552","1"
"0.052106","0.031798","0.072488","0.030118","0.01502","0.019521","0.018919","0.01683","1"
"0.068987","0.038263","0.0716","0.027349","0.014554","0.021441","0.023203","0.018187","1"
"0.057291","0.040201","0.065681","0.024898","0.011859","0.019952","0.022616","0.016564","1"
"0.058228","0.047453","0.072798","0.026503","0.014331","0.02166","0.017761","0.013","1"
"0.047261","0.04083","0.061057","0.023896","0.013157","0.021303","0.021582","0.01691","1"
"0.06372","0.03489","0.06985","0.027256","0.013507","0.01874","0.018032","0.015697","1"
"0.053341","0.03955","0.072712","0.021031","0.0122","0.018014","0.019351","0.014802","1"
"0.046159","0.045304","0.068003","0.026061","0.011657","0.015773","0.014197","0.013434","1"
"0.04779","0.033611","0.059561","0.027751","0.01306","0.014938","0.01411","0.013212","1"
"0.049339","0.030107","0.082942","0.020541","0.012926","0.02001","0.02363","0.017936","1"
"0.053883","0.038607","0.085041","0.025431","0.014195","0.018794","0.01731","0.016626","1"
"0.06084","0.035875","0.067732","0.025433","0.013694","0.020498","0.021881","0.017535","1"
"0.051521","0.036785","0.062531","0.02714","0.013701","0.022244","0.019908","0.016889","1"
"0.047853","0.035131","0.071977","0.030071","0.013976","0.017016","0.016353","0.015121","1"
"0.050648","0.030383","0.073741","0.026508","0.012505","0.021132","0.019315","0.014567","1"
"0.050459","0.035885","0.068254","0.02557","0.013969","0.016202","0.016469","0.013442","1"
"0.064392","0.044431","0.077652","0.021269","0.014263","0.02174","0.018738","0.014644","1"
"0.047756","0.040277","0.065221","0.027801","0.013446","0.014833","0.01453","0.014966","1"
"0.042818","0.038015","0.066041","0.025584","0.013339","0.020583","0.017103","0.016478","1"
"0.05947","0.033494","0.07822","0.028187","0.012983","0.018436","0.017483","0.016185","1"
"0.047176","0.036252","0.072922","0.026763","0.013085","0.015804","0.017085","0.013411","1"
"0.054015","0.043717","0.072416","0.027347","0.012765","0.017551","0.017272","0.013577","1"
"0.040735","0.042031","0.069656","0.027105","0.013316","0.017058","0.021478","0.013736","1"
"0.051533","0.040879","0.076414","0.027917","0.012668","0.01628","0.014237","0.01302","1"
"0.041473","0.04042","0.075572","0.026447","0.014933","0.018326","0.021613","0.015129","1"
"0.050897","0.03468","0.083139","0.025241","0.013527","0.021956","0.018946","0.016536","1"
"0.025597","0.070471","0.017273","0.013779","0.017153","0.050434","0.025553","0.02149","1"
"0.062631","0.053765","0.016107","0.014764","0.020713","0.062945","0.028415","0.024063","1"
"0.031638","0.015053","0.012728","0.012324","0.016724","0.043578","0.031261","0.019503","1"
"0.056326","0.029961","0.015807","0.01242","0.01735","0.058451","0.028165","0.022825","1"
"0.018915","0.015902","0.012282","0.011928","0.01533","0.055248","0.028216","0.020436","1"
"0.02708","0.022175","0.016566","0.015361","0.0167","0.048903","0.029134","0.02509","1"
"0.022381","0.047796","0.014698","0.013315","0.013895","0.031784","0.01877","0.016268","1"
"0.044874","0.030305","0.015749","0.011827","0.015961","0.04892","0.025913","0.021516","1"
"0.019337","0.020444","0.01172","0.011903","0.012387","0.055249","0.026431","0.019708","1"
"0.023043","0.028012","0.013928","0.011962","0.014054","0.037037","0.017408","0.015635","1"
"0.014773","0.017202","0.013172","0.01117","0.014683","0.036642","0.021319","0.016109","1"
"0.020969","0.016434","0.01248","0.011463","0.012774","0.03269","0.0173","0.015601","1"
"0.054366","0.020439","0.012888","0.010712","0.012086","0.034796","0.019138","0.0178","1"
"0.021337","0.014662","0.013245","0.012572","0.012056","0.029306","0.018043","0.014478","1"
"0.040378","0.018559","0.014044","0.012384","0.012956","0.037872","0.019403","0.015785","1"
"0.034554","0.012946","0.013044","0.012983","0.014953","0.047181","0.023309","0.018432","1"
"0.035628","0.020507","0.017969","0.015592","0.017019","0.041281","0.026868","0.023273","1"
"0.017681","0.012076","0.013868","0.011777","0.01521","0.037568","0.020745","0.018066","1"
"0.017629","0.012176","0.011615","0.01117","0.015284","0.058751","0.024045","0.017112","1"
"0.029973","0.014558","0.012945","0.011","0.012822","0.033385","0.016175","0.014222","1"
"0.049851","0.026979","0.018372","0.015056","0.020358","0.06478","0.036849","0.027937","1"
"0.03163","0.017321","0.014694","0.012244","0.011535","0.036531","0.019484","0.015193","1"
"0.018607","0.013307","0.011716","0.01276","0.012859","0.042058","0.024761","0.018443","1"
"0.01583","0.01409","0.013499","0.010552","0.013984","0.042465","0.021592","0.015801","1"
"0.036681","0.0203","0.016755","0.015964","0.019761","0.054307","0.029983","0.02344","1"
"0.025221","0.019416","0.011808","0.010469","0.011746","0.031785","0.018923","0.014753","1"
"0.0434","0.017816","0.013905","0.014957","0.017677","0.047304","0.02361","0.020125","1"
"0.025614","0.014048","0.013238","0.013633","0.014202","0.041933","0.023486","0.016941","1"
"0.02319","0.014372","0.013667","0.011288","0.013461","0.040927","0.021531","0.015714","1"
"0.014414","0.01098","0.011888","0.010512","0.010677","0.021035","0.013331","0.011984","1"
"0.031269","0.013611","0.012625","0.010592","0.011184","0.025457","0.019793","0.013568","1"
"0.037341","0.015372","0.013302","0.010812","0.013355","0.035892","0.018942","0.017148","1"
"0.018373","0.012249","0.010421","0.0098961","0.011597","0.029336","0.015591","0.013345","1"
"0.024503","0.013478","0.012147","0.010759","0.010528","0.021837","0.013161","0.012579","1"
"0.039193","0.014912","0.012459","0.011624","0.012316","0.0324","0.0177","0.014199","1"
"0.029107","0.011925","0.011296","0.0095917","0.010887","0.0247","0.019252","0.019871","1"
"0.018881","0.010738","0.011309","0.01099","0.012613","0.031867","0.01796","0.015555","1"
"0.019796","0.023692","0.012457","0.0088006","0.011597","0.027634","0.015334","0.011942","1"
"0.027838","0.012735","0.010494","0.010602","0.010553","0.024414","0.0161","0.012291","1"
"0.068878","0.016482","0.014435","0.012212","0.013154","0.034786","0.022628","0.01837","1"
"0.022934","0.011784","0.011978","0.0099942","0.011577","0.027641","0.016877","0.013964","1"
"0.026662","0.013533","0.012233","0.010376","0.011641","0.033154","0.017254","0.013773","1"
"0.039216","0.015132","0.012661","0.010483","0.012531","0.022959","0.015178","0.019023","1"
"0.019857","0.014933","0.013986","0.014442","0.020567","0.068835","0.037648","0.025664","1"
"0.026906","0.014431","0.011154","0.011928","0.012182","0.02436","0.015955","0.012881","1"
"0.027334","0.014071","0.010113","0.010318","0.011375","0.029988","0.014938","0.014107","1"
"0.027713","0.01513","0.012773","0.011162","0.013282","0.032052","0.016718","0.013381","1"
"0.040314","0.016591","0.014158","0.010085","0.013191","0.040499","0.022846","0.030279","1"
"0.028181","0.035867","0.013157","0.010948","0.013397","0.035278","0.033546","0.03284","1"
"0.027626","0.033967","0.012688","0.011147","0.012201","0.07455","0.054258","0.020307","1"
"0.020681","0.084716","0.014656","0.010544","0.0099229","0.010732","0.022591","0.010157","1"
"0.068062","0.015389","0.016599","0.015015","0.020957","0.052225","0.027243","0.024657","1"
"0.041859","0.017683","0.016956","0.017959","0.023528","0.058763","0.029641","0.025084","1"
"0.02077","0.013769","0.014833","0.01335","0.019044","0.059656","0.033252","0.023412","1"
"0.025779","0.014966","0.014235","0.013293","0.014787","0.041799","0.024551","0.02155","1"
"0.013495","0.011452","0.011833","0.0099538","0.011751","0.027028","0.01359","0.010989","1"
"0.012926","0.011609","0.011596","0.010376","0.0089794","0.028991","0.015869","0.01251","1"
"0.015119","0.013099","0.00986","0.012101","0.012898","0.040495","0.018595","0.017198","1"
"0.014699","0.014106","0.010769","0.012254","0.011622","0.025957","0.017118","0.015554","1"
"0.015055","0.013185","0.013785","0.012018","0.015068","0.045439","0.020801","0.015326","1"
"0.015391","0.014938","0.013451","0.013109","0.014919","0.049223","0.022738","0.019406","1"
"0.013709","0.012723","0.012818","0.013307","0.016309","0.038875","0.018514","0.014926","1"
"0.013254","0.011138","0.00986","0.010827","0.011978","0.030573","0.01674","0.014178","1"
"0.013909","0.011133","0.013145","0.01281","0.013927","0.034218","0.020199","0.01708","1"
"0.014185","0.01138","0.012384","0.010915","0.015716","0.050197","0.024426","0.017754","1"
"0.015913","0.012933","0.011875","0.011086","0.013347","0.041999","0.021482","0.01858","1"
"0.014631","0.011173","0.010798","0.010763","0.013483","0.038568","0.019562","0.015811","1"
"0.017502","0.011651","0.011988","0.011447","0.013745","0.033553","0.018169","0.017325","1"
"0.030849","0.012377","0.012106","0.014501","0.015747","0.048914","0.02407","0.023336","1"
"0.013918","0.012023","0.011473","0.0115","0.011583","0.029741","0.017085","0.012605","1"
"0.014666","0.012836","0.013454","0.013083","0.015825","0.038521","0.018682","0.017142","1"
"0.013866","0.0097962","0.011882","0.011758","0.011265","0.026772","0.016708","0.012994","1"
"0.013772","0.01179","0.012233","0.011009","0.014607","0.035025","0.01761","0.013758","1"
"0.014653","0.015183","0.013539","0.010962","0.011773","0.032083","0.021948","0.016091","1"
"0.013416","0.013041","0.012308","0.011076","0.012867","0.028247","0.014669","0.012288","1"
"0.016577","0.012408","0.012348","0.012908","0.016771","0.044296","0.02034","0.017921","1"
"0.012224","0.010375","0.011447","0.010589","0.010752","0.023182","0.012917","0.012612","1"
"0.01292","0.012638","0.012081","0.010275","0.011651","0.024574","0.014478","0.011976","1"
"0.01179","0.01129","0.012263","0.011452","0.012307","0.028217","0.014275","0.01343","1"
"0.0146","0.012434","0.012723","0.011375","0.012693","0.034499","0.016217","0.014926","1"
"0.0132","0.013385","0.012685","0.011707","0.01201","0.02568","0.012603","0.011039","1"
"0.012047","0.012891","0.012707","0.010478","0.010697","0.025749","0.013838","0.010639","1"
"0.014189","0.012973","0.012837","0.01192","0.014537","0.035254","0.020136","0.015191","1"
"0.01325","0.011594","0.011875","0.010925","0.012661","0.031551","0.016703","0.014501","1"
"0.012554","0.014205","0.011504","0.01015","0.011316","0.022334","0.012157","0.010308","1"
"0.018216","0.015042","0.011098","0.0099614","0.013696","0.033146","0.016614","0.01316","1"
"0.015654","0.014621","0.013646","0.0094994","0.013438","0.031084","0.01952","0.017721","1"
"0.034747","0.013792","0.010974","0.01094","0.011332","0.026245","0.012835","0.013706","1"
"0.016227","0.013537","0.012072","0.010283","0.012653","0.034073","0.017489","0.016268","1"
"0.01212","0.011577","0.011341","0.0099014","0.012115","0.034296","0.015844","0.013754","1"
"0.013089","0.01447","0.014514","0.0087483","0.011631","0.027675","0.016601","0.012434","1"
"0.019375","0.0115","0.01248","0.011664","0.014691","0.03274","0.017887","0.014899","1"
"0.012078","0.010617","0.010236","0.0092879","0.011744","0.020274","0.01238","0.010698","1"
"0.013126","0.011672","0.012204","0.01031","0.012013","0.028412","0.017654","0.014013","1"
"0.012588","0.012008","0.010158","0.010821","0.01186","0.024072","0.015635","0.012769","1"
"0.013202","0.01117","0.01103","0.012011","0.011516","0.022465","0.013925","0.011676","1"
"0.031212","0.011958","0.012442","0.012598","0.016902","0.037784","0.017023","0.014457","1"
"0.014611","0.014998","0.013368","0.011587","0.012768","0.031584","0.015008","0.013699","1"
"0.038276","0.033264","0.064529","0.018841","0.013954","0.022436","0.022024","0.01809","1"
"0.046618","0.0483","0.030315","0.019116","0.013731","0.021371","0.019029","0.015364","1"
"0.035657","0.042892","0.051848","0.01902","0.012473","0.01766","0.015662","0.014081","1"
"0.036371","0.034064","0.027123","0.01707","0.012396","0.01654","0.014316","0.013443","1"
"0.036154","0.031769","0.040898","0.018387","0.014235","0.024375","0.020668","0.013633","1"
"0.046189","0.027956","0.024745","0.015922","0.011778","0.018645","0.017321","0.014311","1"
"0.035934","0.032174","0.036795","0.015193","0.013005","0.016328","0.015567","0.015307","1"
"0.029274","0.040886","0.059404","0.014283","0.013452","0.019219","0.017592","0.015995","1"
"0.037288","0.037016","0.025239","0.014737","0.013274","0.019067","0.016846","0.015164","1"
"0.031985","0.033219","0.023486","0.01395","0.011771","0.017872","0.016637","0.012681","1"
"0.033125","0.05578","0.030341","0.016054","0.012995","0.023263","0.021103","0.016567","1"
"0.039647","0.034758","0.031941","0.015056","0.012341","0.01985","0.01622","0.013966","1"
"0.047134","0.03757","0.033342","0.014208","0.0141","0.025008","0.033972","0.018871","1"
"0.044582","0.041618","0.0311","0.016675","0.012671","0.018067","0.017783","0.01362","1"
"0.036816","0.032656","0.029947","0.014705","0.011866","0.021902","0.01994","0.015072","1"
"0.037627","0.036071","0.030565","0.014698","0.011896","0.019631","0.018406","0.015369","1"
"0.031729","0.029948","0.026378","0.015285","0.012818","0.01684","0.01574","0.013345","1"
"0.056832","0.03235","0.041125","0.016844","0.012995","0.021975","0.020099","0.020394","1"
"0.043538","0.039441","0.062724","0.027475","0.014563","0.019102","0.016804","0.01469","1"
"0.035445","0.034451","0.044586","0.015909","0.01241","0.019803","0.018328","0.017214","1"
"0.043249","0.03714","0.042568","0.018727","0.012177","0.019569","0.017403","0.013616","1"
"0.035022","0.034705","0.051539","0.022332","0.013455","0.019079","0.019568","0.017498","1"
"0.043968","0.039328","0.049448","0.022623","0.014051","0.017826","0.016084","0.013157","1"
"0.038451","0.033523","0.043031","0.020352","0.012726","0.017804","0.017475","0.014462","1"
"0.03259","0.031762","0.045111","0.022626","0.012059","0.01535","0.014486","0.013212","1"
"0.045229","0.035409","0.044537","0.021286","0.014177","0.019685","0.017646","0.015012","1"
"0.037738","0.037382","0.042763","0.017258","0.011944","0.017514","0.016221","0.014042","1"
"0.037945","0.029325","0.04925","0.019746","0.011258","0.014549","0.014688","0.012498","1"
"0.041882","0.033841","0.038423","0.018433","0.01265","0.017921","0.016517","0.014669","1"
"0.039086","0.033693","0.039776","0.018853","0.012236","0.015318","0.015257","0.01432","1"
"0.037037","0.036063","0.042308","0.018712","0.011257","0.017978","0.015102","0.014151","1"
"0.038074","0.031698","0.048982","0.017164","0.012258","0.015418","0.01296","0.013308","1"
"0.036171","0.031853","0.041914","0.015633","0.012115","0.018197","0.016608","0.014125","1"
"0.038026","0.030687","0.038977","0.0161","0.011091","0.017455","0.014385","0.012728","1"
"0.046405","0.03299","0.039367","0.01888","0.012752","0.017218","0.016657","0.01353","1"
"0.038127","0.032438","0.044507","0.019362","0.012141","0.016817","0.014621","0.013528","1"
"0.035328","0.028675","0.037501","0.017692","0.013731","0.020718","0.01596","0.014371","1"
"0.03543","0.029362","0.038255","0.016782","0.012002","0.01521","0.01511","0.01262","1"
"0.040229","0.033216","0.048657","0.015903","0.011329","0.015396","0.01456","0.012329","1"
"0.033721","0.033475","0.050859","0.016749","0.012189","0.016278","0.015504","0.014322","1"
"0.036029","0.026612","0.051686","0.015773","0.012677","0.017068","0.015773","0.012805","1"
"0.041125","0.037064","0.036994","0.014597","0.01274","0.016986","0.015174","0.013799","1"
"0.040137","0.03777","0.044913","0.016152","0.012934","0.020323","0.016682","0.015695","1"
"0.044121","0.037714","0.045663","0.020228","0.010894","0.016175","0.015809","0.013837","1"
"0.036959","0.031195","0.039161","0.016692","0.013604","0.018836","0.016536","0.015363","1"
"0.040104","0.031604","0.041659","0.018558","0.012169","0.018174","0.014344","0.01294","1"
"0.043913","0.03173","0.039448","0.014168","0.012941","0.016677","0.017124","0.014869","1"
"0.03792","0.032238","0.037651","0.017448","0.014189","0.022114","0.01946","0.016219","1"
"0.040792","0.035241","0.037611","0.014782","0.011702","0.015833","0.015887","0.013888","1"
"0.034738","0.028949","0.038315","0.012663","0.01111","0.016109","0.013755","0.012803","1"
"0.034172","0.029253","0.034215","0.01434","0.012458","0.017443","0.015229","0.013916","1"
"0.04136","0.028287","0.042584","0.017214","0.012597","0.018924","0.015976","0.013504","1"
"0.034954","0.033152","0.043765","0.017839","0.01306","0.020693","0.018184","0.015291","1"
"0.032781","0.034699","0.040283","0.016833","0.01455","0.018794","0.016618","0.014218","1"
"0.029317","0.028054","0.04008","0.018393","0.013","0.017285","0.015531","0.014684","1"
"0.034738","0.032695","0.035996","0.015299","0.01322","0.018869","0.017373","0.016482","1"
"0.048358","0.041559","0.039146","0.013723","0.012369","0.017514","0.016511","0.014263","1"
"0.04725","0.034905","0.059895","0.01391","0.012308","0.019023","0.015623","0.015511","1"
"0.035253","0.032706","0.037926","0.013936","0.013687","0.017545","0.017135","0.014621","1"
"0.033289","0.03308","0.043091","0.014484","0.012369","0.019037","0.017316","0.014266","1"
"0.035314","0.030779","0.037006","0.016925","0.012556","0.019131","0.016509","0.014188","1"
"0.03477","0.038242","0.03534","0.015878","0.012718","0.020294","0.017458","0.015392","1"
"0.033273","0.036509","0.04853","0.019965","0.011746","0.018794","0.016532","0.014323","1"
"0.032198","0.031013","0.056748","0.017365","0.012493","0.017558","0.016239","0.013552","1"
"0.039399","0.037963","0.034892","0.014498","0.012538","0.016796","0.017706","0.014284","1"
"0.030159","0.037407","0.03988","0.015468","0.013027","0.019386","0.016492","0.014371","1"
"0.035792","0.034532","0.040627","0.016328","0.014937","0.023031","0.017349","0.014735","1"
"0.042294","0.036718","0.040201","0.016795","0.01274","0.017394","0.016151","0.014816","1"
"0.032056","0.02604","0.049065","0.015737","0.013506","0.018647","0.015701","0.013253","1"
"0.040791","0.04607","0.039829","0.016486","0.014674","0.020137","0.018459","0.014828","1"
"0.038095","0.035921","0.032481","0.014854","0.013137","0.017048","0.017685","0.015292","1"
"0.034761","0.032192","0.036058","0.015102","0.012925","0.01865","0.014773","0.012941","1"
"0.054948","0.046451","0.056511","0.019595","0.013717","0.020447","0.016428","0.018125","1"
"0.048916","0.038141","0.046616","0.018984","0.015117","0.023233","0.02108","0.016626","1"
"0.03707","0.035048","0.067945","0.020419","0.014367","0.016742","0.014883","0.013914","1"
"0.041395","0.03712","0.063625","0.026512","0.013183","0.017713","0.013837","0.014137","1"
"0.033409","0.033038","0.065845","0.022441","0.013495","0.02015","0.018749","0.017285","1"
"0.037085","0.039013","0.071314","0.019547","0.012786","0.018217","0.019058","0.015564","1"
"0.040377","0.0344","0.057165","0.02465","0.013667","0.019054","0.015194","0.013939","1"
"0.045537","0.044318","0.059973","0.023099","0.013914","0.017629","0.017373","0.01583","1"
"0.037269","0.037202","0.062142","0.021021","0.011896","0.016742","0.013989","0.012257","1"
"0.038925","0.039511","0.061472","0.020294","0.014469","0.019546","0.016903","0.014838","1"
"0.036401","0.037369","0.073362","0.019816","0.012474","0.021554","0.021156","0.016998","1"
"0.042906","0.034307","0.054265","0.021004","0.013989","0.021479","0.018291","0.014975","1"
"0.040076","0.034458","0.055974","0.02224","0.014061","0.018096","0.017838","0.015298","1"
"0.042928","0.036942","0.04848","0.019067","0.013245","0.019144","0.018529","0.015597","1"
"0.031421","0.033292","0.057576","0.02462","0.015203","0.023982","0.022368","0.017207","1"
"0.031023","0.03211","0.070888","0.022819","0.014364","0.017075","0.014892","0.015196","1"
"0.035891","0.031233","0.045687","0.019057","0.013483","0.020503","0.016639","0.015475","1"
"0.043401","0.032378","0.05624","0.015775","0.013659","0.018482","0.015338","0.015121","1"
